detector,target_group,alpha_vulnerable,alpha_safe,method,max_relative_violation,vulnerable_violation,safe_violation,singleton_coverage,review_load
hashing,qpdf,0.1,0.1,estimated_weight_no_gate_clip_10,1.375,0.13749999999999998,0.00446499339498016,0.6187010078387458,0.3812989921612542
hashing,qpdf,0.1,0.1,estimated_weight_no_gate_clip_20,0.6691176470588235,0.06691176470588231,0.016644649933949762,0.48286674132138857,0.5171332586786115
hashing,qpdf,0.1,0.1,estimated_weight_no_gate_clip_50,0.49196713031315553,0.047058823529411695,0.02232496697490086,0.3917133258678611,0.6082866741321389
hashing,qpdf,0.1,0.1,forced_argmax,4.25,0.425,0.08731836195508583,1.0,0.0
hashing,qpdf,0.1,0.1,msp_matched_unweighted_mondrian,1.8382352941176472,0.18382352941176466,0.0,0.6346024636058231,0.36539753639417694
hashing,qpdf,0.1,0.1,msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.1,pooled_split_conformal,2.0073529411764706,0.200735294117647,0.0,0.6646136618141097,0.33538633818589025
hashing,qpdf,0.1,0.1,prom_derived_aps,0.00588235294117644,0.0005882352941176401,0.0,0.30974244120940647,0.6902575587905935
hashing,qpdf,0.1,0.1,prom_derived_lac,2.0073529411764706,0.200735294117647,0.0,0.6646136618141097,0.33538633818589025
hashing,qpdf,0.1,0.1,prom_derived_raps,0.00588235294117644,0.0005882352941176401,0.0,0.3110862262038073,0.6889137737961926
hashing,qpdf,0.1,0.1,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.1,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.1,temperature_msp_matched_unweighted_mondrian,1.8382352941176472,0.18382352941176466,0.0,0.6346024636058231,0.36539753639417694
hashing,qpdf,0.1,0.1,temperature_msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.1,unweighted_mondrian,1.7794117647058822,0.1779411764705882,0.0,0.6346024636058231,0.36539753639417694
hashing,qpdf,0.1,0.1,vultriage_ess_only_clip_10,1.375,0.13749999999999998,0.00446499339498016,0.6187010078387458,0.3812989921612542
hashing,qpdf,0.1,0.1,vultriage_ess_only_clip_20,0.6691176470588235,0.06691176470588231,0.016644649933949762,0.48286674132138857,0.5171332586786115
hashing,qpdf,0.1,0.1,vultriage_ess_only_clip_50,0.49196713031315553,0.047058823529411695,0.02232496697490086,0.3917133258678611,0.6082866741321389
hashing,qpdf,0.1,0.1,vultriage_full_gate_clip_10,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.1,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.1,vultriage_full_gate_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.1,vultriage_infinity_only_clip_10,1.375,0.13749999999999998,0.00446499339498016,0.6187010078387458,0.3812989921612542
hashing,qpdf,0.1,0.1,vultriage_infinity_only_clip_20,0.6691176470588235,0.06691176470588231,0.016644649933949762,0.48286674132138857,0.5171332586786115
hashing,qpdf,0.1,0.1,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.2,entropy_matched_unweighted_mondrian,2.5441176470588234,0.25441176470588234,0.0,0.7466965285554311,0.2533034714445689
hashing,qpdf,0.1,0.2,estimated_weight_no_gate_clip_10,1.375,0.13749999999999998,0.00959048877146628,0.742889137737962,0.25711086226203805
hashing,qpdf,0.1,0.2,estimated_weight_no_gate_clip_20,0.6691176470588235,0.06691176470588231,0.023381770145310378,0.6071668533034714,0.3928331466965285
hashing,qpdf,0.1,0.2,estimated_weight_no_gate_clip_50,0.4705882352941176,0.047058823529411695,0.0317040951122853,0.5170212765957446,0.4829787234042553
hashing,qpdf,0.1,0.2,forced_argmax,4.25,0.425,0.0028005284015852,1.0,0.0
hashing,qpdf,0.1,0.2,msp_matched_unweighted_mondrian,2.5441176470588234,0.25441176470588234,0.0,0.7466965285554311,0.2533034714445689
hashing,qpdf,0.1,0.2,msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.2,pooled_split_conformal,2.0073529411764706,0.200735294117647,0.0,0.6646136618141097,0.33538633818589025
hashing,qpdf,0.1,0.2,prom_derived_aps,0.00588235294117644,0.0005882352941176401,0.0,0.30974244120940647,0.6902575587905935
hashing,qpdf,0.1,0.2,prom_derived_lac,2.0073529411764706,0.200735294117647,0.0,0.6646136618141097,0.33538633818589025
hashing,qpdf,0.1,0.2,prom_derived_raps,0.00588235294117644,0.0005882352941176401,0.0,0.3110862262038073,0.6889137737961926
hashing,qpdf,0.1,0.2,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.2,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.2,temperature_msp_matched_unweighted_mondrian,2.5441176470588234,0.25441176470588234,0.0,0.7466965285554311,0.2533034714445689
hashing,qpdf,0.1,0.2,temperature_msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.2,unweighted_mondrian,1.7794117647058822,0.1779411764705882,0.0,0.7466965285554311,0.2533034714445689
hashing,qpdf,0.1,0.2,vultriage_ess_only_clip_10,1.375,0.13749999999999998,0.00959048877146628,0.742889137737962,0.25711086226203805
hashing,qpdf,0.1,0.2,vultriage_ess_only_clip_20,0.6691176470588235,0.06691176470588231,0.023381770145310378,0.6071668533034714,0.3928331466965285
hashing,qpdf,0.1,0.2,vultriage_ess_only_clip_50,0.4705882352941176,0.047058823529411695,0.0317040951122853,0.5170212765957446,0.4829787234042553
hashing,qpdf,0.1,0.2,vultriage_full_gate_clip_10,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.2,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.2,vultriage_full_gate_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,qpdf,0.1,0.2,vultriage_infinity_only_clip_10,1.375,0.13749999999999998,0.00959048877146628,0.742889137737962,0.25711086226203805
hashing,qpdf,0.1,0.2,vultriage_infinity_only_clip_20,0.6691176470588235,0.06691176470588231,0.023381770145310378,0.6071668533034714,0.3928331466965285
hashing,qpdf,0.1,0.2,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.05,entropy_matched_unweighted_mondrian,1.6190476190476186,0.016190476190476137,0.0,0.1219875776397515,0.8780124223602485
hashing,radare2,0.01,0.05,estimated_weight_no_gate_clip_10,0.1852981969486823,0.0,0.0092649098474341,0.06521739130434778,0.9347826086956521
hashing,radare2,0.01,0.05,estimated_weight_no_gate_clip_20,0.16865464632454916,0.0,0.00843273231622744,0.06409937888198755,0.9359006211180125
hashing,radare2,0.01,0.05,estimated_weight_no_gate_clip_50,0.14091539528432726,0.0,0.007045769764216339,0.06124223602484469,0.9387577639751553
hashing,radare2,0.01,0.05,forced_argmax,45.07142857142857,0.45071428571428573,0.23543689320388345,1.0,0.0
hashing,radare2,0.01,0.05,msp_matched_unweighted_mondrian,1.6190476190476186,0.016190476190476137,0.0,0.1219875776397515,0.8780124223602485
hashing,radare2,0.01,0.05,msp_matched_vultriage_full_gate,0.1904761904761903,0.0019047619047619,0.0,0.06409937888198755,0.9359006211180125
hashing,radare2,0.01,0.05,pooled_split_conformal,0.4285714285714285,0.00428571428571426,0.0,0.07503105590062106,0.9249689440993789
hashing,radare2,0.01,0.05,prom_derived_aps,0.0,0.0,0.0,0.00409937888198754,0.9959006211180125
hashing,radare2,0.01,0.05,prom_derived_lac,0.4285714285714285,0.00428571428571426,0.0,0.07540372670807448,0.9245962732919255
hashing,radare2,0.01,0.05,prom_derived_raps,0.0,0.0,0.0,0.00447204968944096,0.995527950310559
hashing,radare2,0.01,0.05,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.05,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.05,temperature_msp_matched_unweighted_mondrian,1.6190476190476186,0.016190476190476137,0.0,0.1219875776397515,0.8780124223602485
hashing,radare2,0.01,0.05,temperature_msp_matched_vultriage_full_gate,0.1904761904761903,0.0019047619047619,0.0,0.06409937888198755,0.9359006211180125
hashing,radare2,0.01,0.05,unweighted_mondrian,0.307905686546463,0.0019047619047619,0.00968099861303744,0.1219875776397515,0.8780124223602485
hashing,radare2,0.01,0.05,vultriage_ess_only_clip_10,0.1852981969486823,0.0,0.0092649098474341,0.06521739130434778,0.9347826086956521
hashing,radare2,0.01,0.05,vultriage_ess_only_clip_20,0.16865464632454916,0.0,0.00843273231622744,0.06409937888198755,0.9359006211180125
hashing,radare2,0.01,0.05,vultriage_ess_only_clip_50,0.14091539528432726,0.0,0.007045769764216339,0.06124223602484469,0.9387577639751553
hashing,radare2,0.01,0.05,vultriage_full_gate_clip_10,0.1852981969486823,0.0,0.0092649098474341,0.06521739130434778,0.9347826086956521
hashing,radare2,0.01,0.05,vultriage_full_gate_clip_20,0.16865464632454916,0.0,0.00843273231622744,0.06409937888198755,0.9359006211180125
hashing,radare2,0.01,0.05,vultriage_full_gate_clip_50,0.14091539528432726,0.0,0.007045769764216339,0.06124223602484469,0.9387577639751553
hashing,radare2,0.01,0.05,vultriage_infinity_only_clip_10,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.05,vultriage_infinity_only_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.05,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.1,entropy_matched_unweighted_mondrian,4.238095238095238,0.04238095238095232,0.0,0.18397515527950306,0.816024844720497
hashing,radare2,0.01,0.1,estimated_weight_no_gate_clip_10,0.12704576976421633,0.0,0.0127045769764216,0.12385093167701859,0.8761490683229815
hashing,radare2,0.01,0.1,estimated_weight_no_gate_clip_20,0.11872399445214976,0.0,0.01187239944521496,0.12236024844720494,0.877639751552795
hashing,radare2,0.01,0.1,estimated_weight_no_gate_clip_50,0.11872399445214973,0.0,0.01187239944521494,0.12211180124223597,0.8778881987577639
hashing,radare2,0.01,0.1,forced_argmax,45.07142857142857,0.45071428571428573,0.18543689320388343,1.0,0.0
hashing,radare2,0.01,0.1,msp_matched_unweighted_mondrian,4.238095238095238,0.04238095238095232,0.0,0.18397515527950306,0.816024844720497
hashing,radare2,0.01,0.1,msp_matched_vultriage_full_gate,1.738095238095238,0.01738095238095232,0.0,0.12236024844720494,0.877639751552795
hashing,radare2,0.01,0.1,pooled_split_conformal,0.4285714285714285,0.00428571428571426,0.0,0.07503105590062106,0.9249689440993789
hashing,radare2,0.01,0.1,prom_derived_aps,0.0,0.0,0.0,0.00409937888198754,0.9959006211180125
hashing,radare2,0.01,0.1,prom_derived_lac,0.4285714285714285,0.00428571428571426,0.0,0.07540372670807448,0.9245962732919255
hashing,radare2,0.01,0.1,prom_derived_raps,0.0,0.0,0.0,0.00447204968944096,0.995527950310559
hashing,radare2,0.01,0.1,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.1,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.1,temperature_msp_matched_unweighted_mondrian,4.238095238095238,0.04238095238095232,0.0,0.18397515527950306,0.816024844720497
hashing,radare2,0.01,0.1,temperature_msp_matched_vultriage_full_gate,1.738095238095238,0.01738095238095232,0.0,0.12236024844720494,0.877639751552795
hashing,radare2,0.01,0.1,unweighted_mondrian,0.25104022191400815,0.0019047619047619,0.014341192787794702,0.18397515527950306,0.816024844720497
hashing,radare2,0.01,0.1,vultriage_ess_only_clip_10,0.12704576976421633,0.0,0.0127045769764216,0.12385093167701859,0.8761490683229815
hashing,radare2,0.01,0.1,vultriage_ess_only_clip_20,0.11872399445214976,0.0,0.01187239944521496,0.12236024844720494,0.877639751552795
hashing,radare2,0.01,0.1,vultriage_ess_only_clip_50,0.11872399445214973,0.0,0.01187239944521494,0.12211180124223597,0.8778881987577639
hashing,radare2,0.01,0.1,vultriage_full_gate_clip_10,0.12704576976421633,0.0,0.0127045769764216,0.12385093167701859,0.8761490683229815
hashing,radare2,0.01,0.1,vultriage_full_gate_clip_20,0.11872399445214976,0.0,0.01187239944521496,0.12236024844720494,0.877639751552795
hashing,radare2,0.01,0.1,vultriage_full_gate_clip_50,0.11872399445214973,0.0,0.01187239944521494,0.12211180124223597,0.8778881987577639
hashing,radare2,0.01,0.1,vultriage_infinity_only_clip_10,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.1,vultriage_infinity_only_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.1,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.2,entropy_matched_unweighted_mondrian,10.30952380952381,0.10309523809523809,0.0,0.3208695652173913,0.6791304347826086
hashing,radare2,0.01,0.2,estimated_weight_no_gate_clip_10,0.14285714285714277,0.0,0.028571428571428543,0.25341614906832294,0.746583850931677
hashing,radare2,0.01,0.2,estimated_weight_no_gate_clip_20,0.13453536754507617,0.0,0.026907073509015222,0.2516770186335403,0.7483229813664597
hashing,radare2,0.01,0.2,estimated_weight_no_gate_clip_50,0.13522884882108172,0.0,0.02704576976421632,0.2516770186335403,0.7483229813664597
hashing,radare2,0.01,0.2,forced_argmax,45.07142857142857,0.45071428571428573,0.08543689320388344,1.0,0.0
hashing,radare2,0.01,0.2,msp_matched_unweighted_mondrian,10.30952380952381,0.10309523809523809,0.0,0.3208695652173913,0.6791304347826086
hashing,radare2,0.01,0.2,msp_matched_vultriage_full_gate,7.571428571428572,0.07571428571428568,0.0,0.2516770186335403,0.7483229813664597
hashing,radare2,0.01,0.2,pooled_split_conformal,0.4285714285714285,0.00428571428571426,0.0,0.07503105590062106,0.9249689440993789
hashing,radare2,0.01,0.2,prom_derived_aps,0.0,0.0,0.0,0.00409937888198754,0.9959006211180125
hashing,radare2,0.01,0.2,prom_derived_lac,0.4285714285714285,0.00428571428571426,0.0,0.07540372670807448,0.9245962732919255
hashing,radare2,0.01,0.2,prom_derived_raps,0.0,0.0,0.0,0.00447204968944096,0.995527950310559
hashing,radare2,0.01,0.2,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.2,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.2,temperature_msp_matched_unweighted_mondrian,10.30952380952381,0.10309523809523809,0.0,0.3208695652173913,0.6791304347826086
hashing,radare2,0.01,0.2,temperature_msp_matched_vultriage_full_gate,7.571428571428572,0.07571428571428568,0.0,0.2516770186335403,0.7483229813664597
hashing,radare2,0.01,0.2,unweighted_mondrian,0.23786407766990275,0.0019047619047619,0.03814147018030508,0.3208695652173913,0.6791304347826086
hashing,radare2,0.01,0.2,vultriage_ess_only_clip_10,0.14285714285714277,0.0,0.028571428571428543,0.25341614906832294,0.746583850931677
hashing,radare2,0.01,0.2,vultriage_ess_only_clip_20,0.13453536754507617,0.0,0.026907073509015222,0.2516770186335403,0.7483229813664597
hashing,radare2,0.01,0.2,vultriage_ess_only_clip_50,0.13522884882108172,0.0,0.02704576976421632,0.2516770186335403,0.7483229813664597
hashing,radare2,0.01,0.2,vultriage_full_gate_clip_10,0.14285714285714277,0.0,0.028571428571428543,0.25341614906832294,0.746583850931677
hashing,radare2,0.01,0.2,vultriage_full_gate_clip_20,0.13453536754507617,0.0,0.026907073509015222,0.2516770186335403,0.7483229813664597
hashing,radare2,0.01,0.2,vultriage_full_gate_clip_50,0.13522884882108172,0.0,0.02704576976421632,0.2516770186335403,0.7483229813664597
hashing,radare2,0.01,0.2,vultriage_infinity_only_clip_10,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.2,vultriage_infinity_only_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.01,0.2,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.05,0.05,entropy_matched_unweighted_mondrian,1.5714285714285714,0.07857142857142854,0.00718446601941744,0.3479503105590062,0.6520496894409937
hashing,radare2,0.05,0.05,estimated_weight_no_gate_clip_10,0.1852981969486823,0.0,0.0092649098474341,0.12583850931677015,0.8741614906832298
hashing,radare2,0.05,0.05,estimated_weight_no_gate_clip_20,0.16865464632454916,0.0,0.00843273231622744,0.10223602484472046,0.8977639751552795
hashing,radare2,0.05,0.05,estimated_weight_no_gate_clip_50,0.14091539528432726,0.0,0.007045769764216339,0.0975155279503105,0.9024844720496894
hashing,radare2,0.05,0.05,forced_argmax,8.214285714285714,0.4107142857142857,0.23543689320388345,1.0,0.0
hashing,radare2,0.05,0.05,msp_matched_unweighted_mondrian,1.5714285714285714,0.07857142857142854,0.00718446601941744,0.3479503105590062,0.6520496894409937
hashing,radare2,0.05,0.05,msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.10223602484472046,0.8977639751552795
hashing,radare2,0.05,0.05,pooled_split_conformal,1.6904761904761905,0.0845238095238095,0.0092649098474341,0.3696894409937888,0.6303105590062111
hashing,radare2,0.05,0.05,prom_derived_aps,0.0,0.0,0.0,0.1038509316770186,0.8961490683229814
hashing,radare2,0.05,0.05,prom_derived_lac,1.6904761904761905,0.0845238095238095,0.0092649098474341,0.3696894409937888,0.6303105590062111
hashing,radare2,0.05,0.05,prom_derived_raps,0.0,0.0,0.0,0.10695652173913042,0.8930434782608696
hashing,radare2,0.05,0.05,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.05,0.05,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.05,0.05,temperature_msp_matched_unweighted_mondrian,1.5714285714285714,0.07857142857142854,0.00718446601941744,0.3479503105590062,0.6520496894409937
hashing,radare2,0.05,0.05,temperature_msp_matched_vultriage_full_gate,0.0,0.0,0.0,0.10223602484472046,0.8977639751552795
hashing,radare2,0.05,0.05,unweighted_mondrian,1.4999999999999996,0.07499999999999996,0.00968099861303744,0.3479503105590062,0.6520496894409937
hashing,radare2,0.05,0.05,vultriage_ess_only_clip_10,0.1852981969486823,0.0,0.0092649098474341,0.12583850931677015,0.8741614906832298
hashing,radare2,0.05,0.05,vultriage_ess_only_clip_20,0.16865464632454916,0.0,0.00843273231622744,0.10223602484472046,0.8977639751552795
hashing,radare2,0.05,0.05,vultriage_ess_only_clip_50,0.14091539528432726,0.0,0.007045769764216339,0.0975155279503105,0.9024844720496894
hashing,radare2,0.05,0.05,vultriage_full_gate_clip_10,0.1852981969486823,0.0,0.0092649098474341,0.12583850931677015,0.8741614906832298
hashing,radare2,0.05,0.05,vultriage_full_gate_clip_20,0.16865464632454916,0.0,0.00843273231622744,0.10223602484472046,0.8977639751552795
hashing,radare2,0.05,0.05,vultriage_full_gate_clip_50,0.14091539528432726,0.0,0.007045769764216339,0.0975155279503105,0.9024844720496894
hashing,radare2,0.05,0.05,vultriage_infinity_only_clip_10,0.1852981969486823,0.0,0.0092649098474341,0.12583850931677015,0.8741614906832298
hashing,radare2,0.05,0.05,vultriage_infinity_only_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.05,0.05,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.05,0.1,entropy_matched_unweighted_mondrian,2.0,0.09999999999999995,0.0,0.40993788819875776,0.5900621118012422
hashing,radare2,0.05,0.1,estimated_weight_no_gate_clip_10,0.12704576976421633,0.0,0.0127045769764216,0.18447204968944098,0.8155279503105589
hashing,radare2,0.05,0.1,estimated_weight_no_gate_clip_20,0.11872399445214976,0.0,0.01187239944521496,0.16049689440993783,0.839503105590062
hashing,radare2,0.05,0.1,estimated_weight_no_gate_clip_50,0.11872399445214973,0.0,0.01187239944521494,0.15838509316770183,0.8416149068322982
hashing,radare2,0.05,0.1,forced_argmax,8.214285714285714,0.4107142857142857,0.18543689320388343,1.0,0.0
hashing,radare2,0.05,0.1,msp_matched_unweighted_mondrian,2.0,0.09999999999999995,0.0,0.40993788819875776,0.5900621118012422
hashing,radare2,0.05,0.1,msp_matched_vultriage_full_gate,0.01428571428571426,0.0007142857142857001,0.0,0.16049689440993783,0.839503105590062
hashing,radare2,0.05,0.1,pooled_split_conformal,1.6904761904761905,0.0845238095238095,0.0,0.3696894409937888,0.6303105590062111
hashing,radare2,0.05,0.1,prom_derived_aps,0.0,0.0,0.0,0.1038509316770186,0.8961490683229814
hashing,radare2,0.05,0.1,prom_derived_lac,1.6904761904761905,0.0845238095238095,0.0,0.3696894409937888,0.6303105590062111
hashing,radare2,0.05,0.1,prom_derived_raps,0.0,0.0,0.0,0.10695652173913042,0.8930434782608696
hashing,radare2,0.05,0.1,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.05,0.1,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.05,0.1,temperature_msp_matched_unweighted_mondrian,2.0,0.09999999999999995,0.0,0.40993788819875776,0.5900621118012422
hashing,radare2,0.05,0.1,temperature_msp_matched_vultriage_full_gate,0.01428571428571426,0.0007142857142857001,0.0,0.16049689440993783,0.839503105590062
hashing,radare2,0.05,0.1,unweighted_mondrian,1.4999999999999996,0.07499999999999996,0.014341192787794702,0.40993788819875776,0.5900621118012422
hashing,radare2,0.05,0.1,vultriage_ess_only_clip_10,0.12704576976421633,0.0,0.0127045769764216,0.18447204968944098,0.8155279503105589
hashing,radare2,0.05,0.1,vultriage_ess_only_clip_20,0.11872399445214976,0.0,0.01187239944521496,0.16049689440993783,0.839503105590062
hashing,radare2,0.05,0.1,vultriage_ess_only_clip_50,0.11872399445214973,0.0,0.01187239944521494,0.15838509316770183,0.8416149068322982
hashing,radare2,0.05,0.1,vultriage_full_gate_clip_10,0.12704576976421633,0.0,0.0127045769764216,0.18447204968944098,0.8155279503105589
hashing,radare2,0.05,0.1,vultriage_full_gate_clip_20,0.11872399445214976,0.0,0.01187239944521496,0.16049689440993783,0.839503105590062
hashing,radare2,0.05,0.1,vultriage_full_gate_clip_50,0.11872399445214973,0.0,0.01187239944521494,0.15838509316770183,0.8416149068322982
hashing,radare2,0.05,0.1,vultriage_infinity_only_clip_10,0.12704576976421633,0.0,0.0127045769764216,0.18447204968944098,0.8155279503105589
hashing,radare2,0.05,0.1,vultriage_infinity_only_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.05,0.1,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.05,0.2,entropy_matched_unweighted_mondrian,3.1904761904761907,0.15952380952380948,0.0,0.546832298136646,0.45316770186335403
hashing,radare2,0.05,0.2,estimated_weight_no_gate_clip_10,0.14285714285714277,0.0,0.028571428571428543,0.3140372670807453,0.6859627329192547
hashing,radare2,0.05,0.2,estimated_weight_no_gate_clip_20,0.13453536754507617,0.0,0.026907073509015222,0.2898136645962733,0.7101863354037267
hashing,radare2,0.05,0.2,estimated_weight_no_gate_clip_50,0.13522884882108172,0.0,0.02704576976421632,0.28795031055900616,0.7120496894409938
hashing,radare2,0.05,0.2,forced_argmax,8.214285714285714,0.4107142857142857,0.08543689320388344,1.0,0.0
hashing,radare2,0.05,0.2,msp_matched_unweighted_mondrian,3.1904761904761907,0.15952380952380948,0.0,0.546832298136646,0.45316770186335403
hashing,radare2,0.05,0.2,msp_matched_vultriage_full_gate,1.0476190476190474,0.05238095238095234,0.0,0.2898136645962733,0.7101863354037267
hashing,radare2,0.05,0.2,pooled_split_conformal,1.6904761904761905,0.0845238095238095,0.0,0.3696894409937888,0.6303105590062111
hashing,radare2,0.05,0.2,prom_derived_aps,0.0,0.0,0.0,0.1038509316770186,0.8961490683229814
hashing,radare2,0.05,0.2,prom_derived_lac,1.6904761904761905,0.0845238095238095,0.0,0.3696894409937888,0.6303105590062111
hashing,radare2,0.05,0.2,prom_derived_raps,0.0,0.0,0.0,0.10695652173913042,0.8930434782608696
hashing,radare2,0.05,0.2,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.05,0.2,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.05,0.2,temperature_msp_matched_unweighted_mondrian,3.1904761904761907,0.15952380952380948,0.0,0.546832298136646,0.45316770186335403
hashing,radare2,0.05,0.2,temperature_msp_matched_vultriage_full_gate,1.0476190476190474,0.05238095238095234,0.0,0.2898136645962733,0.7101863354037267
hashing,radare2,0.05,0.2,unweighted_mondrian,1.4999999999999996,0.07499999999999996,0.03814147018030508,0.546832298136646,0.45316770186335403
hashing,radare2,0.05,0.2,vultriage_ess_only_clip_10,0.14285714285714277,0.0,0.028571428571428543,0.3140372670807453,0.6859627329192547
hashing,radare2,0.05,0.2,vultriage_ess_only_clip_20,0.13453536754507617,0.0,0.026907073509015222,0.2898136645962733,0.7101863354037267
hashing,radare2,0.05,0.2,vultriage_ess_only_clip_50,0.13522884882108172,0.0,0.02704576976421632,0.28795031055900616,0.7120496894409938
hashing,radare2,0.05,0.2,vultriage_full_gate_clip_10,0.14285714285714277,0.0,0.028571428571428543,0.3140372670807453,0.6859627329192547
hashing,radare2,0.05,0.2,vultriage_full_gate_clip_20,0.13453536754507617,0.0,0.026907073509015222,0.2898136645962733,0.7101863354037267
hashing,radare2,0.05,0.2,vultriage_full_gate_clip_50,0.13522884882108172,0.0,0.02704576976421632,0.28795031055900616,0.7120496894409938
hashing,radare2,0.05,0.2,vultriage_infinity_only_clip_10,0.14285714285714277,0.0,0.028571428571428543,0.3140372670807453,0.6859627329192547
hashing,radare2,0.05,0.2,vultriage_infinity_only_clip_20,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.05,0.2,vultriage_infinity_only_clip_50,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.1,0.05,entropy_matched_unweighted_mondrian,0.9694868238557557,0.08333333333333329,0.03682385575589456,0.4960248447204969,0.5039751552795031
hashing,radare2,0.1,0.05,estimated_weight_no_gate_clip_10,0.46625057790106333,0.041666666666666644,0.0092649098474341,0.3632298136645963,0.6367701863354037
hashing,radare2,0.1,0.05,estimated_weight_no_gate_clip_20,0.19484512251502534,0.00428571428571424,0.00843273231622744,0.25279503105590057,0.7472049689440994
hashing,radare2,0.1,0.05,estimated_weight_no_gate_clip_50,0.15520110957004155,0.0016666666666666399,0.007045769764216339,0.23304347826086952,0.7669565217391304
hashing,radare2,0.1,0.05,forced_argmax,4.733587609801202,0.3607142857142857,0.23543689320388345,1.0,0.0
hashing,radare2,0.1,0.05,msp_matched_unweighted_mondrian,0.9694868238557557,0.08333333333333329,0.03682385575589456,0.4960248447204969,0.5039751552795031
hashing,radare2,0.1,0.05,msp_matched_vultriage_full_gate,0.00238095238095236,0.00023809523809522,0.0,0.25279503105590057,0.7472049689440994
hashing,radare2,0.1,0.05,pooled_split_conformal,0.4186315302820156,0.03452380952380948,0.0092649098474341,0.3696894409937888,0.6303105590062111
hashing,radare2,0.1,0.05,prom_derived_aps,0.0,0.0,0.0,0.1038509316770186,0.8961490683229814
hashing,radare2,0.1,0.05,prom_derived_lac,0.4186315302820156,0.03452380952380948,0.0092649098474341,0.3696894409937888,0.6303105590062111
hashing,radare2,0.1,0.05,prom_derived_raps,0.0,0.0,0.0,0.10695652173913042,0.8930434782608696
hashing,radare2,0.1,0.05,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.1,0.05,prom_derived_union,0.0,0.0,0.0,0.0,1.0
hashing,radare2,0.1,0.05,temperature_msp_matched_unweighted_mondrian,0.9694868238557557,0.08333333333333329,0.03682385575589456,0.4960248447204969,0.5039751552795031
