detector,target_group,alpha_vulnerable,alpha_safe,method,max_relative_violation,vulnerable_violation,safe_violation,singleton_coverage,review_load
codebert,openssl,0.05,0.05,vultriage_full_gate_clip_50,1.6902654867256637,0.0845132743362831,0.0,0.4584099264705882,0.5415900735294118
codebert,openssl,0.05,0.05,vultriage_infinity_only_clip_10,1.6902654867256637,0.0845132743362831,0.0,0.45978860294117646,0.5402113970588235
codebert,openssl,0.05,0.05,vultriage_infinity_only_clip_20,1.6902654867256637,0.0845132743362831,0.0,0.4595588235294117,0.5404411764705882
codebert,openssl,0.05,0.05,vultriage_infinity_only_clip_50,1.6902654867256637,0.0845132743362831,0.0,0.4584099264705882,0.5415900735294118
codebert,openssl,0.05,0.1,entropy_matched_unweighted_mondrian,2.008849557522124,0.1004424778761062,0.0,0.5222886029411765,0.4777113970588235
codebert,openssl,0.05,0.1,estimated_weight_no_gate_clip_10,1.6902654867256637,0.0845132743362831,0.0,0.5133272058823529,0.4866727941176471
codebert,openssl,0.05,0.1,estimated_weight_no_gate_clip_20,1.6902654867256637,0.0845132743362831,0.0,0.5128676470588235,0.48713235294117646
codebert,openssl,0.05,0.1,estimated_weight_no_gate_clip_50,1.6902654867256637,0.0845132743362831,0.0,0.5128676470588235,0.48713235294117646
codebert,openssl,0.05,0.1,forced_argmax,5.088495575221239,0.2544247787610619,0.2245312912595722,1.0,0.0
codebert,openssl,0.05,0.1,msp_matched_unweighted_mondrian,2.008849557522124,0.1004424778761062,0.0,0.5222886029411765,0.4777113970588235
codebert,openssl,0.05,0.1,msp_matched_vultriage_full_gate,1.9380530973451329,0.0969026548672566,0.0,0.5128676470588235,0.48713235294117646
codebert,openssl,0.05,0.1,pooled_split_conformal,1.513274336283186,0.0756637168141593,0.0,0.4499080882352941,0.5500919117647058
codebert,openssl,0.05,0.1,prom_derived_aps,0.0,0.0,0.0,0.195266544117647,0.8047334558823529
codebert,openssl,0.05,0.1,prom_derived_lac,1.513274336283186,0.0756637168141593,0.0,0.4499080882352941,0.5500919117647058
codebert,openssl,0.05,0.1,prom_derived_raps,0.0,0.0,0.0,0.1945772058823529,0.8054227941176471
codebert,openssl,0.05,0.1,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
codebert,openssl,0.05,0.1,prom_derived_union,0.0,0.0,0.0,0.0,1.0
codebert,openssl,0.05,0.1,temperature_msp_matched_unweighted_mondrian,2.008849557522124,0.1004424778761062,0.0,0.5222886029411765,0.4777113970588235
codebert,openssl,0.05,0.1,temperature_msp_matched_vultriage_full_gate,1.9380530973451329,0.0969026548672566,0.0,0.5128676470588235,0.48713235294117646
codebert,openssl,0.05,0.1,unweighted_mondrian,1.47787610619469,0.0738938053097345,0.0164510166358595,0.5222886029411765,0.4777113970588235
codebert,openssl,0.05,0.1,vultriage_ess_only_clip_10,1.6902654867256637,0.0845132743362831,0.0,0.5133272058823529,0.4866727941176471
codebert,openssl,0.05,0.1,vultriage_ess_only_clip_20,1.6902654867256637,0.0845132743362831,0.0,0.5128676470588235,0.48713235294117646
codebert,openssl,0.05,0.1,vultriage_ess_only_clip_50,1.6902654867256637,0.0845132743362831,0.0,0.5128676470588235,0.48713235294117646
codebert,openssl,0.05,0.1,vultriage_full_gate_clip_10,1.6902654867256637,0.0845132743362831,0.0,0.5133272058823529,0.4866727941176471
codebert,openssl,0.05,0.1,vultriage_full_gate_clip_20,1.6902654867256637,0.0845132743362831,0.0,0.5128676470588235,0.48713235294117646
codebert,openssl,0.05,0.1,vultriage_full_gate_clip_50,1.6902654867256637,0.0845132743362831,0.0,0.5128676470588235,0.48713235294117646
codebert,openssl,0.05,0.1,vultriage_infinity_only_clip_10,1.6902654867256637,0.0845132743362831,0.0,0.5133272058823529,0.4866727941176471
codebert,openssl,0.05,0.1,vultriage_infinity_only_clip_20,1.6902654867256637,0.0845132743362831,0.0,0.5128676470588235,0.48713235294117646
codebert,openssl,0.05,0.1,vultriage_infinity_only_clip_50,1.6902654867256637,0.0845132743362831,0.0,0.5128676470588235,0.48713235294117646
codebert,openssl,0.05,0.2,entropy_matched_unweighted_mondrian,2.610619469026548,0.1305309734513274,0.0,0.6603860294117647,0.3396139705882353
codebert,openssl,0.05,0.2,estimated_weight_no_gate_clip_10,1.6902654867256637,0.0845132743362831,0.0,0.6351102941176471,0.3648897058823529
codebert,openssl,0.05,0.2,estimated_weight_no_gate_clip_20,1.6902654867256637,0.0845132743362831,0.0,0.6312040441176471,0.3687959558823529
codebert,openssl,0.05,0.2,estimated_weight_no_gate_clip_50,1.6902654867256637,0.0845132743362831,0.0,0.6309742647058824,0.3690257352941176
codebert,openssl,0.05,0.2,forced_argmax,5.088495575221239,0.2544247787610619,0.1245312912595721,1.0,0.0
codebert,openssl,0.05,0.2,msp_matched_unweighted_mondrian,2.610619469026548,0.1305309734513274,0.0,0.6603860294117647,0.3396139705882353
codebert,openssl,0.05,0.2,msp_matched_vultriage_full_gate,2.398230088495575,0.11991150442477869,0.0,0.6312040441176471,0.3687959558823529
codebert,openssl,0.05,0.2,pooled_split_conformal,1.513274336283186,0.0756637168141593,0.0,0.4499080882352941,0.5500919117647058
codebert,openssl,0.05,0.2,prom_derived_aps,0.0,0.0,0.0,0.195266544117647,0.8047334558823529
codebert,openssl,0.05,0.2,prom_derived_lac,1.513274336283186,0.0756637168141593,0.0,0.4499080882352941,0.5500919117647058
codebert,openssl,0.05,0.2,prom_derived_raps,0.0,0.0,0.0,0.1945772058823529,0.8054227941176471
codebert,openssl,0.05,0.2,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
codebert,openssl,0.05,0.2,prom_derived_union,0.0,0.0,0.0,0.0,1.0
codebert,openssl,0.05,0.2,temperature_msp_matched_unweighted_mondrian,2.610619469026548,0.1305309734513274,0.0,0.6603860294117647,0.3396139705882353
codebert,openssl,0.05,0.2,temperature_msp_matched_vultriage_full_gate,2.398230088495575,0.11991150442477869,0.0,0.6312040441176471,0.3687959558823529
codebert,openssl,0.05,0.2,unweighted_mondrian,1.47787610619469,0.0738938053097345,0.0379191972537628,0.6603860294117647,0.3396139705882353
codebert,openssl,0.05,0.2,vultriage_ess_only_clip_10,1.6902654867256637,0.0845132743362831,0.0,0.6351102941176471,0.3648897058823529
codebert,openssl,0.05,0.2,vultriage_ess_only_clip_20,1.6902654867256637,0.0845132743362831,0.0,0.6312040441176471,0.3687959558823529
codebert,openssl,0.05,0.2,vultriage_ess_only_clip_50,1.6902654867256637,0.0845132743362831,0.0,0.6309742647058824,0.3690257352941176
codebert,openssl,0.05,0.2,vultriage_full_gate_clip_10,1.6902654867256637,0.0845132743362831,0.0,0.6351102941176471,0.3648897058823529
codebert,openssl,0.05,0.2,vultriage_full_gate_clip_20,1.6902654867256637,0.0845132743362831,0.0,0.6312040441176471,0.3687959558823529
codebert,openssl,0.05,0.2,vultriage_full_gate_clip_50,1.6902654867256637,0.0845132743362831,0.0,0.6309742647058824,0.3690257352941176
codebert,openssl,0.05,0.2,vultriage_infinity_only_clip_10,1.6902654867256637,0.0845132743362831,0.0,0.6351102941176471,0.3648897058823529
codebert,openssl,0.05,0.2,vultriage_infinity_only_clip_20,1.6902654867256637,0.0845132743362831,0.0,0.6312040441176471,0.3687959558823529
codebert,openssl,0.05,0.2,vultriage_infinity_only_clip_50,1.6902654867256637,0.0845132743362831,0.0,0.6309742647058824,0.3690257352941176
codebert,openssl,0.1,0.05,entropy_matched_unweighted_mondrian,0.8801161869553736,0.059292035398230004,0.0440058093477686,0.5484834558823529,0.4515165441176471
codebert,openssl,0.1,0.05,estimated_weight_no_gate_clip_10,0.929203539823009,0.0929203539823008,0.0,0.5572150735294118,0.4427849264705882
codebert,openssl,0.1,0.05,estimated_weight_no_gate_clip_20,0.929203539823009,0.0929203539823008,0.0,0.5592830882352942,0.4407169117647059
codebert,openssl,0.1,0.05,estimated_weight_no_gate_clip_50,0.929203539823009,0.0929203539823008,0.0,0.5581341911764706,0.4418658088235293
codebert,openssl,0.1,0.05,forced_argmax,5.490625825191444,0.20442477876106188,0.2745312912595722,1.0,0.0
codebert,openssl,0.1,0.05,msp_matched_unweighted_mondrian,0.8801161869553736,0.059292035398230004,0.0440058093477686,0.5484834558823529,0.4515165441176471
codebert,openssl,0.1,0.05,msp_matched_vultriage_full_gate,0.9910219170847636,0.0610619469026548,0.0495510958542381,0.5592830882352942,0.4407169117647059
codebert,openssl,0.1,0.05,pooled_split_conformal,0.256637168141593,0.0256637168141593,0.0046606812780565,0.4499080882352941,0.5500919117647058
codebert,openssl,0.1,0.05,prom_derived_aps,0.0,0.0,0.0,0.195266544117647,0.8047334558823529
codebert,openssl,0.1,0.05,prom_derived_lac,0.256637168141593,0.0256637168141593,0.0046606812780565,0.4499080882352941,0.5500919117647058
codebert,openssl,0.1,0.05,prom_derived_raps,0.0,0.0,0.0,0.1945772058823529,0.8054227941176471
codebert,openssl,0.1,0.05,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
codebert,openssl,0.1,0.05,prom_derived_union,0.0,0.0,0.0,0.0,1.0
codebert,openssl,0.1,0.05,temperature_msp_matched_unweighted_mondrian,0.8801161869553736,0.059292035398230004,0.0440058093477686,0.5484834558823529,0.4515165441176471
codebert,openssl,0.1,0.05,temperature_msp_matched_vultriage_full_gate,0.9910219170847636,0.0610619469026548,0.0495510958542381,0.5592830882352942,0.4407169117647059
codebert,openssl,0.1,0.05,unweighted_mondrian,0.8584070796460177,0.0858407079646017,0.0046606812780565,0.5484834558823529,0.4515165441176471
codebert,openssl,0.1,0.05,vultriage_ess_only_clip_10,0.929203539823009,0.0929203539823008,0.0,0.5572150735294118,0.4427849264705882
codebert,openssl,0.1,0.05,vultriage_ess_only_clip_20,0.929203539823009,0.0929203539823008,0.0,0.5592830882352942,0.4407169117647059
codebert,openssl,0.1,0.05,vultriage_ess_only_clip_50,0.929203539823009,0.0929203539823008,0.0,0.5581341911764706,0.4418658088235293
codebert,openssl,0.1,0.05,vultriage_full_gate_clip_10,0.929203539823009,0.0929203539823008,0.0,0.5572150735294118,0.4427849264705882
codebert,openssl,0.1,0.05,vultriage_full_gate_clip_20,0.929203539823009,0.0929203539823008,0.0,0.5592830882352942,0.4407169117647059
codebert,openssl,0.1,0.05,vultriage_full_gate_clip_50,0.929203539823009,0.0929203539823008,0.0,0.5581341911764706,0.4418658088235293
codebert,openssl,0.1,0.05,vultriage_infinity_only_clip_10,0.929203539823009,0.0929203539823008,0.0,0.5572150735294118,0.4427849264705882
codebert,openssl,0.1,0.05,vultriage_infinity_only_clip_20,0.929203539823009,0.0929203539823008,0.0,0.5592830882352942,0.4407169117647059
codebert,openssl,0.1,0.05,vultriage_infinity_only_clip_50,0.929203539823009,0.0929203539823008,0.0,0.5581341911764706,0.4418658088235293
codebert,openssl,0.1,0.1,entropy_matched_unweighted_mondrian,0.6814159292035399,0.0681415929203539,0.0351993662529706,0.625,0.375
codebert,openssl,0.1,0.1,estimated_weight_no_gate_clip_10,0.929203539823009,0.0929203539823008,0.0,0.6107536764705882,0.3892463235294117
codebert,openssl,0.1,0.1,estimated_weight_no_gate_clip_20,0.929203539823009,0.0929203539823008,0.0,0.6125919117647058,0.3874080882352941
codebert,openssl,0.1,0.1,estimated_weight_no_gate_clip_50,0.929203539823009,0.0929203539823008,0.0,0.6125919117647058,0.3874080882352941
codebert,openssl,0.1,0.1,forced_argmax,2.245312912595722,0.20442477876106188,0.2245312912595722,1.0,0.0
codebert,openssl,0.1,0.1,msp_matched_unweighted_mondrian,0.6814159292035399,0.0681415929203539,0.0351993662529706,0.625,0.375
codebert,openssl,0.1,0.1,msp_matched_vultriage_full_gate,0.6814159292035399,0.0681415929203539,0.028333773435437,0.6125919117647058,0.3874080882352941
codebert,openssl,0.1,0.1,pooled_split_conformal,0.6283185840707963,0.0628318584070796,0.0175072616847108,0.5948988970588235,0.40510110294117646
codebert,openssl,0.1,0.1,prom_derived_aps,0.0,0.0,0.0,0.2750919117647059,0.7249080882352941
codebert,openssl,0.1,0.1,prom_derived_lac,0.6283185840707963,0.0628318584070796,0.0175072616847108,0.5948988970588235,0.40510110294117646
codebert,openssl,0.1,0.1,prom_derived_raps,0.0,0.0,0.0,0.27394301470588234,0.7260569852941177
codebert,openssl,0.1,0.1,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
codebert,openssl,0.1,0.1,prom_derived_union,0.0,0.0,0.0,0.0,1.0
codebert,openssl,0.1,0.1,temperature_msp_matched_unweighted_mondrian,0.6814159292035399,0.0681415929203539,0.0351993662529706,0.625,0.375
codebert,openssl,0.1,0.1,temperature_msp_matched_vultriage_full_gate,0.6814159292035399,0.0681415929203539,0.028333773435437,0.6125919117647058,0.3874080882352941
codebert,openssl,0.1,0.1,unweighted_mondrian,0.8584070796460177,0.0858407079646017,0.0164510166358595,0.625,0.375
codebert,openssl,0.1,0.1,vultriage_ess_only_clip_10,0.929203539823009,0.0929203539823008,0.0,0.6107536764705882,0.3892463235294117
codebert,openssl,0.1,0.1,vultriage_ess_only_clip_20,0.929203539823009,0.0929203539823008,0.0,0.6125919117647058,0.3874080882352941
codebert,openssl,0.1,0.1,vultriage_ess_only_clip_50,0.929203539823009,0.0929203539823008,0.0,0.6125919117647058,0.3874080882352941
codebert,openssl,0.1,0.1,vultriage_full_gate_clip_10,0.929203539823009,0.0929203539823008,0.0,0.6107536764705882,0.3892463235294117
codebert,openssl,0.1,0.1,vultriage_full_gate_clip_20,0.929203539823009,0.0929203539823008,0.0,0.6125919117647058,0.3874080882352941
codebert,openssl,0.1,0.1,vultriage_full_gate_clip_50,0.929203539823009,0.0929203539823008,0.0,0.6125919117647058,0.3874080882352941
codebert,openssl,0.1,0.1,vultriage_infinity_only_clip_10,0.929203539823009,0.0929203539823008,0.0,0.6107536764705882,0.3892463235294117
codebert,openssl,0.1,0.1,vultriage_infinity_only_clip_20,0.929203539823009,0.0929203539823008,0.0,0.6125919117647058,0.3874080882352941
codebert,openssl,0.1,0.1,vultriage_infinity_only_clip_50,0.929203539823009,0.0929203539823008,0.0,0.6125919117647058,0.3874080882352941
codebert,openssl,0.1,0.2,entropy_matched_unweighted_mondrian,1.0,0.1,0.007552152099287,0.7630974264705882,0.2369025735294117
codebert,openssl,0.1,0.2,estimated_weight_no_gate_clip_10,0.929203539823009,0.0929203539823008,0.0,0.7325367647058824,0.2674632352941176
codebert,openssl,0.1,0.2,estimated_weight_no_gate_clip_20,0.929203539823009,0.0929203539823008,0.0,0.7309283088235294,0.2690716911764705
codebert,openssl,0.1,0.2,estimated_weight_no_gate_clip_50,0.929203539823009,0.0929203539823008,0.0,0.7306985294117647,0.2693014705882353
codebert,openssl,0.1,0.2,forced_argmax,2.0442477876106198,0.20442477876106188,0.1245312912595721,1.0,0.0
codebert,openssl,0.1,0.2,msp_matched_unweighted_mondrian,1.0,0.1,0.007552152099287,0.7630974264705882,0.2369025735294117
codebert,openssl,0.1,0.2,msp_matched_vultriage_full_gate,0.929203539823009,0.0929203539823008,0.0,0.7309283088235294,0.2690716911764705
codebert,openssl,0.1,0.2,pooled_split_conformal,0.6283185840707963,0.0628318584070796,0.0,0.5948988970588235,0.40510110294117646
codebert,openssl,0.1,0.2,prom_derived_aps,0.0,0.0,0.0,0.2750919117647059,0.7249080882352941
codebert,openssl,0.1,0.2,prom_derived_lac,0.6283185840707963,0.0628318584070796,0.0,0.5948988970588235,0.40510110294117646
codebert,openssl,0.1,0.2,prom_derived_raps,0.0,0.0,0.0,0.27394301470588234,0.7260569852941177
codebert,openssl,0.1,0.2,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
codebert,openssl,0.1,0.2,prom_derived_union,0.0,0.0,0.0,0.0,1.0
codebert,openssl,0.1,0.2,temperature_msp_matched_unweighted_mondrian,1.0,0.1,0.007552152099287,0.7630974264705882,0.2369025735294117
codebert,openssl,0.1,0.2,temperature_msp_matched_vultriage_full_gate,0.929203539823009,0.0929203539823008,0.0,0.7309283088235294,0.2690716911764705
codebert,openssl,0.1,0.2,unweighted_mondrian,0.8584070796460177,0.0858407079646017,0.0379191972537628,0.7630974264705882,0.2369025735294117
codebert,openssl,0.1,0.2,vultriage_ess_only_clip_10,0.929203539823009,0.0929203539823008,0.0,0.7325367647058824,0.2674632352941176
codebert,openssl,0.1,0.2,vultriage_ess_only_clip_20,0.929203539823009,0.0929203539823008,0.0,0.7309283088235294,0.2690716911764705
codebert,openssl,0.1,0.2,vultriage_ess_only_clip_50,0.929203539823009,0.0929203539823008,0.0,0.7306985294117647,0.2693014705882353
codebert,openssl,0.1,0.2,vultriage_full_gate_clip_10,0.929203539823009,0.0929203539823008,0.0,0.7325367647058824,0.2674632352941176
codebert,openssl,0.1,0.2,vultriage_full_gate_clip_20,0.929203539823009,0.0929203539823008,0.0,0.7309283088235294,0.2690716911764705
codebert,openssl,0.1,0.2,vultriage_full_gate_clip_50,0.929203539823009,0.0929203539823008,0.0,0.7306985294117647,0.2693014705882353
codebert,openssl,0.1,0.2,vultriage_infinity_only_clip_10,0.929203539823009,0.0929203539823008,0.0,0.7325367647058824,0.2674632352941176
codebert,openssl,0.1,0.2,vultriage_infinity_only_clip_20,0.929203539823009,0.0929203539823008,0.0,0.7309283088235294,0.2690716911764705
codebert,openssl,0.1,0.2,vultriage_infinity_only_clip_50,0.929203539823009,0.0929203539823008,0.0,0.7306985294117647,0.2693014705882353
codebert,php,0.01,0.05,entropy_matched_unweighted_mondrian,3.2492917847025486,0.0324929178470254,0.0,0.2792316258351893,0.7207683741648107
codebert,php,0.01,0.05,estimated_weight_no_gate_clip_10,2.6827195467422094,0.026827195467422,0.0,0.2942650334075724,0.7057349665924276
codebert,php,0.01,0.05,estimated_weight_no_gate_clip_20,2.6827195467422094,0.026827195467422,0.0,0.294543429844098,0.705456570155902
codebert,php,0.01,0.05,estimated_weight_no_gate_clip_50,2.6827195467422094,0.026827195467422,0.0,0.2948218262806236,0.7051781737193764
codebert,php,0.01,0.05,forced_argmax,39.226628895184135,0.3922662889518413,0.1420345785736338,1.0,0.0
codebert,php,0.01,0.05,msp_matched_unweighted_mondrian,3.2492917847025486,0.0324929178470254,0.0,0.2792316258351893,0.7207683741648107
codebert,php,0.01,0.05,msp_matched_vultriage_full_gate,3.53257790368272,0.0353257790368271,0.0,0.294543429844098,0.705456570155902
codebert,php,0.01,0.05,pooled_split_conformal,4.099150141643059,0.0409915014164305,0.0,0.3229398663697104,0.6770601336302895
codebert,php,0.01,0.05,prom_derived_aps,0.69971671388102,0.0069971671388102,0.0,0.06748329621380841,0.9325167037861914
codebert,php,0.01,0.05,prom_derived_lac,4.099150141643059,0.0409915014164305,0.0,0.3229398663697104,0.6770601336302895
codebert,php,0.01,0.05,prom_derived_raps,0.69971671388102,0.0069971671388102,0.0,0.065924276169265,0.9340757238307349
codebert,php,0.01,0.05,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
codebert,php,0.01,0.05,prom_derived_union,0.0,0.0,0.0,0.0,1.0
codebert,php,0.01,0.05,temperature_msp_matched_unweighted_mondrian,3.2492917847025486,0.0324929178470254,0.0,0.2792316258351893,0.7207683741648107
codebert,php,0.01,0.05,temperature_msp_matched_vultriage_full_gate,3.53257790368272,0.0353257790368271,0.0,0.294543429844098,0.705456570155902
codebert,php,0.01,0.05,unweighted_mondrian,2.39943342776204,0.0239943342776203,0.0,0.2792316258351893,0.7207683741648107
codebert,php,0.01,0.05,vultriage_ess_only_clip_10,2.6827195467422094,0.026827195467422,0.0,0.2942650334075724,0.7057349665924276
codebert,php,0.01,0.05,vultriage_ess_only_clip_20,2.6827195467422094,0.026827195467422,0.0,0.294543429844098,0.705456570155902
codebert,php,0.01,0.05,vultriage_ess_only_clip_50,2.6827195467422094,0.026827195467422,0.0,0.2948218262806236,0.7051781737193764
codebert,php,0.01,0.05,vultriage_full_gate_clip_10,2.6827195467422094,0.026827195467422,0.0,0.2942650334075724,0.7057349665924276
codebert,php,0.01,0.05,vultriage_full_gate_clip_20,2.6827195467422094,0.026827195467422,0.0,0.294543429844098,0.705456570155902
codebert,php,0.01,0.05,vultriage_full_gate_clip_50,2.6827195467422094,0.026827195467422,0.0,0.2948218262806236,0.7051781737193764
codebert,php,0.01,0.05,vultriage_infinity_only_clip_10,2.6827195467422094,0.026827195467422,0.0,0.2942650334075724,0.7057349665924276
codebert,php,0.01,0.05,vultriage_infinity_only_clip_20,2.6827195467422094,0.026827195467422,0.0,0.294543429844098,0.705456570155902
codebert,php,0.01,0.05,vultriage_infinity_only_clip_50,2.6827195467422094,0.026827195467422,0.0,0.2948218262806236,0.7051781737193764
codebert,php,0.01,0.1,entropy_matched_unweighted_mondrian,4.382436260623229,0.0438243626062322,0.0,0.3279510022271715,0.6720489977728286
codebert,php,0.01,0.1,estimated_weight_no_gate_clip_10,2.6827195467422094,0.026827195467422,0.0,0.339086859688196,0.660913140311804
codebert,php,0.01,0.1,estimated_weight_no_gate_clip_20,2.6827195467422094,0.026827195467422,0.0,0.3393652561247216,0.6606347438752784
codebert,php,0.01,0.1,estimated_weight_no_gate_clip_50,2.6827195467422094,0.026827195467422,0.0,0.3396436525612472,0.6603563474387528
codebert,php,0.01,0.1,forced_argmax,39.226628895184135,0.3922662889518413,0.0920345785736338,1.0,0.0
codebert,php,0.01,0.1,msp_matched_unweighted_mondrian,4.382436260623229,0.0438243626062322,0.0,0.3279510022271715,0.6720489977728286
codebert,php,0.01,0.1,msp_matched_vultriage_full_gate,4.665722379603399,0.0466572237960339,0.0,0.3393652561247216,0.6606347438752784
codebert,php,0.01,0.1,pooled_split_conformal,4.099150141643059,0.0409915014164305,0.0,0.3229398663697104,0.6770601336302895
codebert,php,0.01,0.1,prom_derived_aps,0.69971671388102,0.0069971671388102,0.0,0.06748329621380841,0.9325167037861914
codebert,php,0.01,0.1,prom_derived_lac,4.099150141643059,0.0409915014164305,0.0,0.3229398663697104,0.6770601336302895
codebert,php,0.01,0.1,prom_derived_raps,0.69971671388102,0.0069971671388102,0.0,0.065924276169265,0.9340757238307349
codebert,php,0.01,0.1,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
codebert,php,0.01,0.1,prom_derived_union,0.0,0.0,0.0,0.0,1.0
codebert,php,0.01,0.1,temperature_msp_matched_unweighted_mondrian,4.382436260623229,0.0438243626062322,0.0,0.3279510022271715,0.6720489977728286
codebert,php,0.01,0.1,temperature_msp_matched_vultriage_full_gate,4.665722379603399,0.0466572237960339,0.0,0.3393652561247216,0.6606347438752784
codebert,php,0.01,0.1,unweighted_mondrian,2.39943342776204,0.0239943342776203,0.0,0.3279510022271715,0.6720489977728286
codebert,php,0.01,0.1,vultriage_ess_only_clip_10,2.6827195467422094,0.026827195467422,0.0,0.339086859688196,0.660913140311804
codebert,php,0.01,0.1,vultriage_ess_only_clip_20,2.6827195467422094,0.026827195467422,0.0,0.3393652561247216,0.6606347438752784
codebert,php,0.01,0.1,vultriage_ess_only_clip_50,2.6827195467422094,0.026827195467422,0.0,0.3396436525612472,0.6603563474387528
codebert,php,0.01,0.1,vultriage_full_gate_clip_10,2.6827195467422094,0.026827195467422,0.0,0.339086859688196,0.660913140311804
codebert,php,0.01,0.1,vultriage_full_gate_clip_20,2.6827195467422094,0.026827195467422,0.0,0.3393652561247216,0.6606347438752784
codebert,php,0.01,0.1,vultriage_full_gate_clip_50,2.6827195467422094,0.026827195467422,0.0,0.3396436525612472,0.6603563474387528
codebert,php,0.01,0.1,vultriage_infinity_only_clip_10,2.6827195467422094,0.026827195467422,0.0,0.339086859688196,0.660913140311804
codebert,php,0.01,0.1,vultriage_infinity_only_clip_20,2.6827195467422094,0.026827195467422,0.0,0.3393652561247216,0.6606347438752784
codebert,php,0.01,0.1,vultriage_infinity_only_clip_50,2.6827195467422094,0.026827195467422,0.0,0.3396436525612472,0.6603563474387528
codebert,php,0.01,0.2,entropy_matched_unweighted_mondrian,6.648725212464589,0.0664872521246459,0.0,0.4086859688195991,0.5913140311804009
codebert,php,0.01,0.2,estimated_weight_no_gate_clip_10,2.6827195467422094,0.026827195467422,0.0,0.41620267260579064,0.5837973273942093
codebert,php,0.01,0.2,estimated_weight_no_gate_clip_20,2.6827195467422094,0.026827195467422,0.0,0.41620267260579064,0.5837973273942093
codebert,php,0.01,0.2,estimated_weight_no_gate_clip_50,2.6827195467422094,0.026827195467422,0.0,0.4159242761692649,0.5840757238307349
codebert,php,0.01,0.2,forced_argmax,39.226628895184135,0.3922662889518413,0.0,1.0,0.0
codebert,php,0.01,0.2,msp_matched_unweighted_mondrian,6.648725212464589,0.0664872521246459,0.0,0.4086859688195991,0.5913140311804009
codebert,php,0.01,0.2,msp_matched_vultriage_full_gate,7.21529745042493,0.0721529745042493,0.0,0.41620267260579064,0.5837973273942093
codebert,php,0.01,0.2,pooled_split_conformal,4.099150141643059,0.0409915014164305,0.0,0.3229398663697104,0.6770601336302895
codebert,php,0.01,0.2,prom_derived_aps,0.69971671388102,0.0069971671388102,0.0,0.06748329621380841,0.9325167037861914
codebert,php,0.01,0.2,prom_derived_lac,4.099150141643059,0.0409915014164305,0.0,0.3229398663697104,0.6770601336302895
codebert,php,0.01,0.2,prom_derived_raps,0.69971671388102,0.0069971671388102,0.0,0.065924276169265,0.9340757238307349
codebert,php,0.01,0.2,prom_derived_topk,0.0,0.0,0.0,0.0,1.0
codebert,php,0.01,0.2,prom_derived_union,0.0,0.0,0.0,0.0,1.0
codebert,php,0.01,0.2,temperature_msp_matched_unweighted_mondrian,6.648725212464589,0.0664872521246459,0.0,0.4086859688195991,0.5913140311804009
codebert,php,0.01,0.2,temperature_msp_matched_vultriage_full_gate,7.21529745042493,0.0721529745042493,0.0,0.41620267260579064,0.5837973273942093
codebert,php,0.01,0.2,unweighted_mondrian,2.39943342776204,0.0239943342776203,0.0,0.4086859688195991,0.5913140311804009
codebert,php,0.01,0.2,vultriage_ess_only_clip_10,2.6827195467422094,0.026827195467422,0.0,0.41620267260579064,0.5837973273942093
codebert,php,0.01,0.2,vultriage_ess_only_clip_20,2.6827195467422094,0.026827195467422,0.0,0.41620267260579064,0.5837973273942093
codebert,php,0.01,0.2,vultriage_ess_only_clip_50,2.6827195467422094,0.026827195467422,0.0,0.4159242761692649,0.5840757238307349
codebert,php,0.01,0.2,vultriage_full_gate_clip_10,2.6827195467422094,0.026827195467422,0.0,0.41620267260579064,0.5837973273942093
codebert,php,0.01,0.2,vultriage_full_gate_clip_20,2.6827195467422094,0.026827195467422,0.0,0.41620267260579064,0.5837973273942093
codebert,php,0.01,0.2,vultriage_full_gate_clip_50,2.6827195467422094,0.026827195467422,0.0,0.4159242761692649,0.5840757238307349
codebert,php,0.01,0.2,vultriage_infinity_only_clip_10,2.6827195467422094,0.026827195467422,0.0,0.41620267260579064,0.5837973273942093
codebert,php,0.01,0.2,vultriage_infinity_only_clip_20,2.6827195467422094,0.026827195467422,0.0,0.41620267260579064,0.5837973273942093
codebert,php,0.01,0.2,vultriage_infinity_only_clip_50,2.6827195467422094,0.026827195467422,0.0,0.4159242761692649,0.5840757238307349
codebert,php,0.05,0.05,entropy_matched_unweighted_mondrian,1.0963172804532575,0.054815864022662794,0.0,0.4663140311804009,0.5336859688195991
codebert,php,0.05,0.05,estimated_weight_no_gate_clip_10,1.3229461756373937,0.0661473087818696,0.0,0.4841314031180401,0.51586859688196
codebert,php,0.05,0.05,estimated_weight_no_gate_clip_20,1.3229461756373937,0.0661473087818696,0.0,0.4841314031180401,0.51586859688196
codebert,php,0.05,0.05,estimated_weight_no_gate_clip_50,1.3229461756373937,0.0661473087818696,0.0,0.4841314031180401,0.51586859688196
codebert,php,0.05,0.05,forced_argmax,7.045325779036827,0.3522662889518413,0.1420345785736338,1.0,0.0
